STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,MEASURE,,UNIT_MEASURE,,SEX,,AGE,,TIME_HORIZ,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y_GE50,,P,,2024,,2122994,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y_GE50,,P,,2024,,1894036,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y_GE50,,P,,2024,,13928815,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y_GE50,,P,,2024,,64952481,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y15T64,,P,,2024,,8717345,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y15T64,,P,,2024,,2980406,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y15T64,,P,,2024,,3732455,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y15T64,,P,,2024,,13397336,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y15T64,,P,,2024,,1789380.8,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y15T64,,P,,2024,,1880198,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y15T64,,P,,2024,,1700686,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y15T64,,P,,2024,,122331,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y15T64,,P,,2024,,18580644,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y15T64,,P,,2024,,36237211,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y15T64,,P,,2024,,45787748,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NLD,,POP,,PS,,F,,Y15T64,,P,,2024,,11593333,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y15T64,,P,,2024,,1716050,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y15T64,,P,,2024,,1771253,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y15T64,,P,,2024,,15604464,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y15T64,,P,,2024,,3218045,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y15T64,,P,,2024,,2914810,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y15T64,,P,,2024,,22550480,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y15T64,,P,,2024,,107357528,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y75T79,,P,,2024,,511619,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y75T79,,P,,2024,,192001,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y75T79,,P,,2024,,259753,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y75T79,,P,,2024,,813611,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y75T79,,P,,2024,,53350.49,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y75T79,,P,,2024,,152596,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y75T79,,P,,2024,,166269,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y75T79,,P,,2024,,6099,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y75T79,,P,,2024,,1605620,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y75T79,,P,,2024,,4332030,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,KOR,,POP,,PS,,F,,Y75T79,,P,,2024,,954783,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y75T79,,P,,2024,,1088819,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y75T79,,P,,2024,,92950,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y75T79,,P,,2024,,120246,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y75T79,,P,,2024,,1035838.4,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y75T79,,P,,2024,,263096,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y75T79,,P,,2024,,194302,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y75T79,,P,,2024,,1551759,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y75T79,,P,,2024,,6576701,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y80T84,,P,,2024,,330642,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y80T84,,P,,2024,,182462,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y80T84,,P,,2024,,175198,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y80T84,,P,,2024,,529107,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y80T84,,P,,2024,,34600.842,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y80T84,,P,,2024,,103462,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y80T84,,P,,2024,,99973,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y80T84,,P,,2024,,3988,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y80T84,,P,,2024,,1265525,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y80T84,,P,,2024,,3599512,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,KOR,,POP,,PS,,F,,Y80T84,,P,,2024,,804085,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y80T84,,P,,2024,,709347,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y80T84,,P,,2024,,61770,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y80T84,,P,,2024,,76881,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y80T84,,P,,2024,,750336.9,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y80T84,,P,,2024,,184028,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y80T84,,P,,2024,,148791,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y80T84,,P,,2024,,1025904,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y80T84,,P,,2024,,4242060,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y60T64,,P,,2024,,800275,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y60T64,,P,,2024,,336094,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y60T64,,P,,2024,,387884,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y60T64,,P,,2024,,1374809,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y60T64,,P,,2024,,130936.88,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y60T64,,P,,2024,,188311,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y60T64,,P,,2024,,182410,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y60T64,,P,,2024,,10488,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y60T64,,P,,2024,,2252378,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y60T64,,P,,2024,,3820359,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,KOR,,POP,,PS,,F,,Y60T64,,P,,2024,,2128317,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y60T64,,P,,2024,,2763172,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y60T64,,P,,2024,,158770,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y60T64,,P,,2024,,159961,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y60T64,,P,,2024,,1592803.5,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y60T64,,P,,2024,,297211,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y60T64,,P,,2024,,297576,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y60T64,,P,,2024,,2196037,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y60T64,,P,,2024,,10829355,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y50T54,,P,,2024,,859103,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y50T54,,P,,2024,,324140,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y50T54,,P,,2024,,383654,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y50T54,,P,,2024,,1237021,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y50T54,,P,,2024,,143322.93,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y50T54,,P,,2024,,196649,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y50T54,,P,,2024,,155786,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y50T54,,P,,2024,,11049,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y50T54,,P,,2024,,2404779,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y50T54,,P,,2024,,4846753,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,KOR,,POP,,PS,,F,,Y50T54,,P,,2024,,2207260,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y50T54,,P,,2024,,3942162,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y50T54,,P,,2024,,169320,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y50T54,,P,,2024,,186330,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y50T54,,P,,2024,,1861381.6,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y50T54,,P,,2024,,328297,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y50T54,,P,,2024,,311001,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y50T54,,P,,2024,,2258063,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y50T54,,P,,2024,,10143643,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y70T74,,P,,2024,,620189,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y70T74,,P,,2024,,223830,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y70T74,,P,,2024,,300809,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y70T74,,P,,2024,,1032098,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y70T74,,P,,2024,,77643.658,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y70T74,,P,,2024,,154375,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y70T74,,P,,2024,,177723,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y70T74,,P,,2024,,7907,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y70T74,,P,,2024,,1732990,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y70T74,,P,,2024,,4332261,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,KOR,,POP,,PS,,F,,Y70T74,,P,,2024,,1235014,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y70T74,,P,,2024,,1515799,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y70T74,,P,,2024,,114650,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y70T74,,P,,2024,,131588,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y70T74,,P,,2024,,1204530.8,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y70T74,,P,,2024,,261845,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y70T74,,P,,2024,,212020,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y70T74,,P,,2024,,1622083,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y70T74,,P,,2024,,8503089,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUS,,POP,,PS,,F,,Y65T69,,P,,2024,,716987,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,AUT,,POP,,PS,,F,,Y65T69,,P,,2024,,277560,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,BEL,,POP,,PS,,F,,Y65T69,,P,,2024,,348511,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CAN,,POP,,PS,,F,,Y65T69,,P,,2024,,1256825,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CRI,,POP,,PS,,F,,Y65T69,,P,,2024,,105709.24,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,DNK,,POP,,PS,,F,,Y65T69,,P,,2024,,167770,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,FIN,,POP,,PS,,F,,Y65T69,,P,,2024,,178904,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ISL,,POP,,PS,,F,,Y65T69,,P,,2024,,9585,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ITA,,POP,,PS,,F,,Y65T69,,P,,2024,,1940785,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,JPN,,POP,,PS,,F,,Y65T69,,P,,2024,,3732136,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,KOR,,POP,,PS,,F,,Y65T69,,P,,2024,,1808456,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,MEX,,POP,,PS,,F,,Y65T69,,P,,2024,,2118969,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NZL,,POP,,PS,,F,,Y65T69,,P,,2024,,137380,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,NOR,,POP,,PS,,F,,Y65T69,,P,,2024,,148298,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,ESP,,POP,,PS,,F,,Y65T69,,P,,2024,,1342512.8,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,SWE,,POP,,PS,,F,,Y65T69,,P,,2024,,274951,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,CHE,,POP,,PS,,F,,Y65T69,,P,,2024,,243670,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,GBR,,POP,,PS,,F,,Y65T69,,P,,2024,,1839245,,A,,0,,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),,I,USA,,POP,,PS,,F,,Y65T69,,P,,2024,,10102062,,A,,0,,,
